timestamp,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
1739305942.2419777,-13.364105224609375,-12.157644271850586,-11.407567977905273,-11.006650924682617,-10.553009986877441,-12.086456298828125,-11.695003509521484,-11.525731086730957,-11.384347915649414,-12.759543418884277,-12.454559326171875,-12.38127326965332,-12.249492645263672,-13.501973152160645,-13.372892379760742,-13.371312141418457,-13.275874137878418,-14.295339584350586,-14.14900016784668,-14.112886428833008,-13.967742919921875,-7.238481521606445,-7.147303104400635,-6.861718654632568,-6.613045692443848,-6.494715213775635,-5.381804466247559,-4.558128356933594,-4.041607856750488,-3.541393995285034,-5.072845458984375,-4.078896999359131,-3.4592831134796143,-2.8772897720336914,-5.043942451477051,-4.081777095794678,-3.51037335395813,-2.9808552265167236,-5.212923526763916,-4.339794635772705,-3.826260566711426,-3.3226633071899414,-0.02144639752805233,-0.021237678825855255,-0.021793458610773087,-0.022488560527563095,-0.02292107604444027,-0.02217559702694416,-0.022498082369565964,-0.022790027782320976,-0.022919628769159317,-0.022271286696195602,-0.02249201573431492,-0.022818975150585175,-0.02287699282169342,-0.022435858845710754,-0.02264167182147503,-0.022953221574425697,-0.02310769446194172,-0.022662857547402382,-0.022433077916502953,-0.022485926747322083,-0.02239862270653248
1739305942.3732483,-11.925822257995605,-10.951898574829102,-10.240001678466797,-9.753458023071289,-9.275309562683105,-10.754801750183105,-10.445647239685059,-10.216680526733398,-10.005642890930176,-11.416430473327637,-11.17792797088623,-11.009793281555176,-10.8307466506958,-12.02739429473877,-11.973398208618164,-11.939896583557129,-11.81422233581543,-12.62329387664795,-12.835943222045898,-12.896663665771484,-12.852438926696777,-6.8055901527404785,-6.939295768737793,-6.772084712982178,-6.542354583740234,-6.422976493835449,-5.266636371612549,-4.56547212600708,-4.051825523376465,-3.557559013366699,-4.9321980476379395,-4.014836311340332,-3.3639793395996094,-2.8169808387756348,-4.783242225646973,-3.902440071105957,-3.3488354682922363,-2.818861961364746,-4.8118791580200195,-4.13348388671875,-3.683509111404419,-3.231581926345825,-0.021439339965581894,-0.021745067089796066,-0.022525010630488396,-0.023140642791986465,-0.023569827899336815,-0.02296462096273899,-0.023729389533400536,-0.02403624914586544,-0.024169618263840675,-0.023057492449879646,-0.023733342066407204,-0.02404477447271347,-0.02418583631515503,-0.022866668179631233,-0.02353328838944435,-0.023938724771142006,-0.02422408200800419,-0.022625494748353958,-0.023348093032836914,-0.023766010999679565,-0.024041473865509033
1739305942.4944174,-14.443914413452148,-13.023934364318848,-11.958702087402344,-11.278962135314941,-10.524615287780762,-12.755698204040527,-12.170684814453125,-11.939531326293945,-11.557211875915527,-13.703336715698242,-13.273402214050293,-13.069045066833496,-12.988314628601074,-14.530948638916016,-14.38620662689209,-14.192948341369629,-14.04651927947998,-15.46424674987793,-15.404186248779297,-15.35410213470459,-15.361531257629395,-9.430636405944824,-9.539375305175781,-9.294520378112793,-8.976479530334473,-8.790889739990234,-7.250552654266357,-6.195611476898193,-5.548968315124512,-4.8280863761901855,-6.781373500823975,-5.4361090660095215,-4.551211833953857,-3.8626718521118164,-6.567005634307861,-5.308746337890625,-4.494673728942871,-3.7931644916534424,-6.670309543609619,-5.584120273590088,-4.933588027954102,-4.320005416870117,-0.029781609773635864,-0.03004385158419609,-0.031030194833874702,-0.03193531185388565,-0.03232376277446747,-0.03202836215496063,-0.03270334377884865,-0.03343404456973076,-0.03339898958802223,-0.03223470225930214,-0.0329304076731205,-0.033415623009204865,-0.03418093919754028,-0.03194277733564377,-0.03263750299811363,-0.03286878392100334,-0.03338991105556488,-0.031765181571245193,-0.03191157802939415,-0.03214455768465996,-0.03264663740992546
1739305942.5811381,-11.851165771484375,-10.645895957946777,-9.613277435302734,-9.006847381591797,-8.341276168823242,-10.285333633422852,-9.843304634094238,-9.453970909118652,-9.163519859313965,-11.00972843170166,-10.669150352478027,-10.51120376586914,-10.318102836608887,-11.696019172668457,-11.700763702392578,-11.613097190856934,-11.479599952697754,-12.352737426757812,-12.503032684326172,-12.563209533691406,-12.50125789642334,-8.72215461730957,-8.815064430236816,-8.617512702941895,-8.460601806640625,-8.364876747131348,-7.03165340423584,-6.227347373962402,-5.573575973510742,-5.003833770751953,-6.549715042114258,-5.47475528717041,-4.763184547424316,-4.132306098937988,-6.329269886016846,-5.3315253257751465,-4.648555278778076,-4.024837970733643,-6.245082378387451,-5.408576011657715,-4.875774383544922,-4.304022789001465,-0.02665444277226925,-0.027035271748900414,-0.02778841368854046,-0.02876325324177742,-0.029263168573379517,-0.029243066906929016,-0.030606171116232872,-0.03085007704794407,-0.03123404271900654,-0.029159968718886375,-0.03036571852862835,-0.031150542199611664,-0.03169545531272888,-0.02884681522846222,-0.03021899051964283,-0.0307821873575449,-0.03133392333984375,-0.02819148264825344,-0.029005059972405434,-0.029560020193457603,-0.02990654855966568
1739305942.7294939,-10.690682411193848,-9.618000030517578,-8.653364181518555,-8.020095825195312,-7.459383010864258,-8.911579132080078,-8.377872467041016,-8.054095268249512,-7.739994525909424,-9.518314361572266,-9.09589672088623,-8.851388931274414,-8.559520721435547,-10.095402717590332,-9.918543815612793,-9.805618286132812,-9.570292472839355,-10.687530517578125,-10.737541198730469,-10.697667121887207,-10.62132740020752,-7.736497402191162,-7.915871620178223,-7.708068370819092,-7.474246025085449,-7.40509557723999,-5.960322856903076,-5.195462703704834,-4.6797966957092285,-4.16840934753418,-5.535707473754883,-4.553205490112305,-3.917405843734741,-3.3249964714050293,-5.318694591522217,-4.390139102935791,-3.78806734085083,-3.203754186630249,-5.31504487991333,-4.5474958419799805,-4.024761199951172,-3.523137092590332,-0.024511128664016724,-0.024833964183926582,-0.025494636967778206,-0.026099301874637604,-0.026542266830801964,-0.025684647262096405,-0.02628350257873535,-0.02661730721592903,-0.026727596297860146,-0.025601282715797424,-0.026159143075346947,-0.02660343609750271,-0.02662702091038227,-0.02519700676202774,-0.025856824591755867,-0.026327859610319138,-0.02648918516933918,-0.024764226749539375,-0.025242462754249573,-0.02551303431391716,-0.02576049417257309
1739305942.8563335,-10.39238452911377,-9.207928657531738,-8.313541412353516,-7.742713451385498,-7.244333744049072,-8.667793273925781,-8.036321640014648,-7.695668697357178,-7.397738456726074,-9.244485855102539,-8.777451515197754,-8.49449348449707,-8.254037857055664,-9.815666198730469,-9.622274398803711,-9.38215160369873,-9.181116104125977,-10.424860000610352,-10.37701416015625,-10.332565307617188,-10.198066711425781,-7.203632354736328,-7.328664779663086,-7.275089740753174,-7.201541423797607,-7.283504486083984,-5.573782444000244,-4.763339519500732,-4.2415971755981445,-3.7709786891937256,-5.080728530883789,-4.092651844024658,-3.436157703399658,-2.914940357208252,-4.845184326171875,-3.882930278778076,-3.2604851722717285,-2.7448465824127197,-4.789755344390869,-3.9840664863586426,-3.4860751628875732,-2.9975669384002686,-0.024532534182071686,-0.024567918851971626,-0.025524146854877472,-0.02654397115111351,-0.027351854369044304,-0.02621971257030964,-0.02665896527469158,-0.026967158541083336,-0.02727421000599861,-0.02601550705730915,-0.026576751843094826,-0.02703007683157921,-0.027500737458467484,-0.025613054633140564,-0.02627868950366974,-0.026422640308737755,-0.026837550103664398,-0.0251680389046669,-0.02549072727560997,-0.025769278407096863,-0.026017339900135994
1739305942.9893873,-10.363036155700684,-9.210221290588379,-8.181060791015625,-7.545668125152588,-6.912084102630615,-8.429527282714844,-7.7201995849609375,-7.2982282638549805,-6.915604591369629,-9.026257514953613,-8.38668155670166,-7.965682506561279,-7.620545864105225,-9.627762794494629,-9.25539779663086,-9.001724243164062,-8.657341003417969,-10.241655349731445,-10.253579139709473,-10.111970901489258,-9.857589721679688,-7.457720756530762,-7.722528457641602,-7.609952449798584,-7.582579612731934,-7.5784220695495605,-5.921674728393555,-5.119429111480713,-4.604071140289307,-4.114057540893555,-5.4160027503967285,-4.393008708953857,-3.737483024597168,-3.180203914642334,-5.132017612457275,-4.147351264953613,-3.48807430267334,-2.9022598266601562,-5.023601531982422,-4.239768028259277,-3.712528944015503,-3.1883480548858643,-0.025300543755292892,-0.025593187659978867,-0.026150023564696312,-0.027060728520154953,-0.02742953412234783,-0.027033228427171707,-0.027504121884703636,-0.02769399993121624,-0.027834154665470123,-0.02697869762778282,-0.02728179842233658,-0.027430826798081398,-0.02758648991584778,-0.02656913921236992,-0.0269607063382864,-0.027254663407802582,-0.02737201750278473,-0.025980699807405472,-0.026625974103808403,-0.026749340817332268,-0.026717467233538628
1739305943.1203322,-10.452417373657227,-9.252762794494629,-8.248054504394531,-7.511602878570557,-6.925508975982666,-8.472020149230957,-7.722298622131348,-7.32528018951416,-6.934336185455322,-9.046175003051758,-8.4683198928833,-8.064873695373535,-7.778911113739014,-9.684876441955566,-9.388141632080078,-9.074677467346191,-8.719515800476074,-10.336387634277344,-10.299226760864258,-10.182923316955566,-9.98543930053711,-7.382952690124512,-7.5470991134643555,-7.5264716148376465,-7.393391132354736,-7.495516777038574,-5.810968399047852,-4.95621395111084,-4.495850086212158,-3.9946563243865967,-5.276679039001465,-4.272468090057373,-3.5740489959716797,-3.0089032649993896,-5.021023273468018,-4.013164520263672,-3.3460118770599365,-2.734708070755005,-4.951132297515869,-4.085714817047119,-3.5268988609313965,-2.9881317615509033,-0.025767607614398003,-0.025791071355342865,-0.026615044102072716,-0.027220439165830612,-0.02790997549891472,-0.027455395087599754,-0.027719225734472275,-0.028224943205714226,-0.02836587093770504,-0.027214398607611656,-0.027825670316815376,-0.02797245793044567,-0.02847471460700035,-0.026960773393511772,-0.02751888707280159,-0.027655191719532013,-0.027750805020332336,-0.026494218036532402,-0.02681525982916355,-0.026938263326883316,-0.027064697816967964
1739305943.2570767,-10.207624435424805,-9.072749137878418,-8.02363109588623,-7.291683197021484,-6.6897478103637695,-8.158843040466309,-7.456126689910889,-7.037322998046875,-6.696147918701172,-8.74522590637207,-8.182348251342773,-7.86277961730957,-7.599330902099609,-9.393171310424805,-9.102866172790527,-8.899279594421387,-8.579312324523926,-10.037160873413086,-10.045391082763672,-10.013775825500488,-9.927895545959473,-7.394437313079834,-7.668018341064453,-7.559225559234619,-7.472057819366455,-7.541491985321045,-5.78525972366333,-4.955489158630371,-4.418650150299072,-3.9543282985687256,-5.259746551513672,-4.243690013885498,-3.608508586883545,-3.0633740425109863,-5.031980991363525,-4.037827014923096,-3.3957669734954834,-2.7793891429901123,-4.977111339569092,-4.129946708679199,-3.5771682262420654,-3.03719162940979,-0.02554982528090477,-0.025874152779579163,-0.02641984447836876,-0.02703845500946045,-0.027540000155568123,-0.02688358724117279,-0.02717764861881733,-0.02736189216375351,-0.02765505388379097,-0.026636291295289993,-0.027079040184617043,-0.027586333453655243,-0.02804488129913807,-0.02637443318963051,-0.02693089470267296,-0.02738253027200699,-0.027498656883835793,-0.025935085490345955,-0.02623182348906994,-0.026499953120946884,-0.026772746816277504
1739305943.3861053,-10.166681289672852,-8.94937801361084,-7.906096935272217,-7.187721252441406,-6.558988094329834,-8.12256908416748,-7.409175872802734,-6.982149124145508,-6.570552825927734,-8.760645866394043,-8.164870262145996,-7.824745178222656,-7.483375072479248,-9.431421279907227,-9.157463073730469,-8.910157203674316,-8.55208969116211,-10.161603927612305,-10.232165336608887,-10.117337226867676,-9.922345161437988,-7.579062461853027,-7.763010501861572,-7.756577491760254,-7.77897834777832,-7.9250383377075195,-6.076577663421631,-5.27628231048584,-4.756227493286133,-4.224190711975098,-5.552557468414307,-4.533063888549805,-3.8868095874786377,-3.2857513427734375,-5.2961106300354,-4.279532432556152,-3.603320360183716,-2.9488322734832764,-5.264378070831299,-4.383255481719971,-3.7574667930603027,-3.1325056552886963,-0.026031650602817535,-0.026030369102954865,-0.026714080944657326,-0.02763335593044758,-0.028273986652493477,-0.02783755585551262,-0.02831607311964035,-0.02866395004093647,-0.02862950600683689,-0.027764450758695602,-0.028207220137119293,-0.02872680127620697,-0.028858862817287445,-0.027463823556900024,-0.028072774410247803,-0.02835230343043804,-0.028294235467910767,-0.027150914072990417,-0.02750016376376152,-0.027409322559833527,-0.027177074924111366
