timestamp,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
1739305943.518723,-10.120441436767578,-8.909953117370605,-7.853327751159668,-7.115382671356201,-6.480987071990967,-8.071431159973145,-7.37389612197876,-6.887266635894775,-6.520301342010498,-8.709555625915527,-8.135169982910156,-7.724492073059082,-7.384336948394775,-9.380908966064453,-9.066821098327637,-8.831022262573242,-8.474263191223145,-10.05455493927002,-10.086878776550293,-10.044637680053711,-9.942212104797363,-7.583172798156738,-7.80658483505249,-7.808497905731201,-7.8048529624938965,-7.959787368774414,-6.079819202423096,-5.310112476348877,-4.73213005065918,-4.215628147125244,-5.5552449226379395,-4.534446716308594,-3.8394718170166016,-3.241436004638672,-5.298478603363037,-4.224034309387207,-3.557128429412842,-2.933635711669922,-5.212327003479004,-4.336070537567139,-3.7428507804870605,-3.1544880867004395,-0.02604655735194683,-0.026225589215755463,-0.026898479089140892,-0.027682393789291382,-0.028302974998950958,-0.02785310335457325,-0.028506919741630554,-0.028509559109807014,-0.028670545667409897,-0.027778536081314087,-0.02839832380414009,-0.028569897636771202,-0.028699766844511032,-0.027476701885461807,-0.027869392186403275,-0.0281913410872221,-0.02813076414167881,-0.02701001614332199,-0.027183862403035164,-0.02729632891714573,-0.027390651404857635
1739305943.6524549,-10.220272064208984,-9.054497718811035,-7.990596294403076,-7.206175327301025,-6.552638053894043,-8.194604873657227,-7.497086048126221,-7.008285999298096,-6.645827770233154,-8.810578346252441,-8.212422370910645,-7.871349334716797,-7.542563438415527,-9.509969711303711,-9.170105934143066,-8.85429573059082,-8.629258155822754,-10.178204536437988,-10.19751262664795,-10.181938171386719,-10.106557846069336,-7.667485237121582,-7.93475866317749,-7.914273738861084,-7.895002365112305,-7.967217922210693,-6.161693096160889,-5.390570163726807,-4.809902191162109,-4.309964656829834,-5.636311054229736,-4.612586498260498,-3.964197874069214,-3.3628056049346924,-5.376391410827637,-4.32586669921875,-3.6163644790649414,-3.019259452819824,-5.29775857925415,-4.377469539642334,-3.7857868671417236,-3.199037551879883,-0.026167817413806915,-0.026493428274989128,-0.027180815115571022,-0.02781742438673973,-0.028226487338542938,-0.027986856177449226,-0.028649041429162025,-0.028652673587203026,-0.028943629935383797,-0.027921194210648537,-0.028369806706905365,-0.02889607846736908,-0.029187852516770363,-0.027610860764980316,-0.028012964874505997,-0.02799747698009014,-0.028453871607780457,-0.02711758017539978,-0.02710692584514618,-0.027215853333473206,-0.027306538075208664
1739305943.783863,-10.36593246459961,-9.260887145996094,-8.256681442260742,-7.517983436584473,-6.816413402557373,-8.4057035446167,-7.742002010345459,-7.293874263763428,-6.964800834655762,-9.067849159240723,-8.533796310424805,-8.1704683303833,-7.900462627410889,-9.802350044250488,-9.387104988098145,-9.152304649353027,-8.938602447509766,-10.52293872833252,-10.465203285217285,-10.453988075256348,-10.38068675994873,-7.6507415771484375,-7.9755473136901855,-7.933844089508057,-7.924263954162598,-7.950551509857178,-6.113777160644531,-5.31422233581543,-4.743568420410156,-4.229100704193115,-5.596604824066162,-4.590906620025635,-3.8993775844573975,-3.3055925369262695,-5.386680603027344,-4.272902965545654,-3.5920989513397217,-2.9798028469085693,-5.372640609741211,-4.410929203033447,-3.7907965183258057,-3.201129198074341,-0.02606053277850151,-0.026542268693447113,-0.027432825416326523,-0.028265712782740593,-0.028513412922620773,-0.02795265056192875,-0.02861129119992256,-0.028762664645910263,-0.02907789871096611,-0.02785450406372547,-0.028502749279141426,-0.028830893337726593,-0.029333099722862244,-0.027740249410271645,-0.027838554233312607,-0.02814480848610401,-0.028637347742915154,-0.027378305792808533,-0.02724326401948929,-0.027362212538719177,-0.027458079159259796
1739305943.91727,-10.591236114501953,-9.584468841552734,-8.480661392211914,-7.772918701171875,-7.137223720550537,-8.665133476257324,-8.129228591918945,-7.80328893661499,-7.47324275970459,-9.351457595825195,-8.903487205505371,-8.578103065490723,-8.296924591064453,-10.018256187438965,-9.777602195739746,-9.643899917602539,-9.412156105041504,-10.71043586730957,-10.820341110229492,-10.81108283996582,-10.859827995300293,-7.760250568389893,-8.140048027038574,-7.979795455932617,-7.9508957862854,-8.063587188720703,-6.1040191650390625,-5.363915920257568,-4.86716365814209,-4.371648788452148,-5.651378154754639,-4.6593098640441895,-3.9554316997528076,-3.3578505516052246,-5.421041488647461,-4.401813507080078,-3.7704830169677734,-3.150031328201294,-5.424172878265381,-4.546864032745361,-3.9479739665985107,-3.39595627784729,-0.02609158307313919,-0.026927532628178596,-0.027364833280444145,-0.02816484309732914,-0.02877916395664215,-0.0277169868350029,-0.02865609899163246,-0.029376830905675888,-0.029706720262765884,-0.027792267501354218,-0.02859029546380043,-0.028947804123163223,-0.029297813773155212,-0.02749527059495449,-0.028072768822312355,-0.028603488579392433,-0.028957871720194817,-0.027163878083229065,-0.02752552181482315,-0.027647975832223892,-0.028140563517808914
1739305944.050391,-10.937004089355469,-9.812188148498535,-8.653605461120605,-7.949325084686279,-7.348795413970947,-8.963963508605957,-8.346747398376465,-8.005582809448242,-7.677320957183838,-9.605321884155273,-9.16529655456543,-8.837606430053711,-8.54879093170166,-10.270380020141602,-10.073064804077148,-9.884136199951172,-9.594833374023438,-10.967436790466309,-11.01367473602295,-11.012673377990723,-10.884127616882324,-8.0474214553833,-8.27701187133789,-8.05545711517334,-8.011109352111816,-8.141167640686035,-6.338887691497803,-5.524143695831299,-5.0309271812438965,-4.524557590484619,-5.848062515258789,-4.841475486755371,-4.149242877960205,-3.5477027893066406,-5.597119331359863,-4.607194423675537,-3.9518508911132812,-3.341080665588379,-5.572988033294678,-4.716961860656738,-4.134390354156494,-3.5357236862182617,-0.02669120393693447,-0.02704450860619545,-0.027311185374855995,-0.028090454638004303,-0.028713274747133255,-0.028122106567025185,-0.028629053384065628,-0.029165897518396378,-0.029471658170223236,-0.02803758904337883,-0.028691191226243973,-0.02902930974960327,-0.029331743717193604,-0.027717405930161476,-0.02834826149046421,-0.028717434033751488,-0.028895774856209755,-0.027387427166104317,-0.027585169300436974,-0.027731461450457573,-0.027692025527358055
1739305944.1817863,-11.237584114074707,-10.008699417114258,-8.925050735473633,-8.201961517333984,-7.509180068969727,-9.27951717376709,-8.683351516723633,-8.371180534362793,-8.041341781616211,-9.934687614440918,-9.46607780456543,-9.168468475341797,-8.878005981445312,-10.650006294250488,-10.405545234680176,-10.203455924987793,-9.932190895080566,-11.337459564208984,-11.366425514221191,-11.398107528686523,-11.316987991333008,-8.11605453491211,-8.29112720489502,-8.16137981414795,-8.079986572265625,-8.054191589355469,-6.398865222930908,-5.620575428009033,-5.120116233825684,-4.635205268859863,-5.922202110290527,-4.91790771484375,-4.273167610168457,-3.6913094520568848,-5.720230579376221,-4.744852542877197,-4.100798606872559,-3.524343252182007,-5.71330451965332,-4.817445755004883,-4.243224620819092,-3.667173385620117,-0.026968112215399742,-0.027132254093885422,-0.02772286906838417,-0.028388075530529022,-0.02844400517642498,-0.02839822880923748,-0.029075227677822113,-0.02962309680879116,-0.029936499893665314,-0.028341958299279213,-0.028995558619499207,-0.02953064627945423,-0.029842734336853027,-0.028217732906341553,-0.02888614684343338,-0.029217686504125595,-0.02953934296965599,-0.0279055368155241,-0.028128376230597496,-0.02841796539723873,-0.02858109399676323
1739305944.3133993,-11.349186897277832,-10.179625511169434,-8.972399711608887,-8.261552810668945,-7.737730503082275,-9.321343421936035,-8.789246559143066,-8.429949760437012,-8.116215705871582,-9.962396621704102,-9.53442096710205,-9.187786102294922,-8.993739128112793,-10.603774070739746,-10.352813720703125,-10.161111831665039,-9.942951202392578,-11.290382385253906,-11.36007308959961,-11.328804969787598,-11.325691223144531,-8.1121244430542,-8.357091903686523,-8.098136901855469,-7.991332530975342,-8.118578910827637,-6.342406272888184,-5.607032775878906,-5.081068992614746,-4.563968181610107,-5.855257034301758,-4.894072532653809,-4.193592548370361,-3.660275936126709,-5.6243486404418945,-4.634061813354492,-4.019876003265381,-3.476471424102783,-5.583865165710449,-4.760406494140625,-4.187370777130127,-3.6601040363311768,-0.02690877579152584,-0.027220621705055237,-0.02736685611307621,-0.0280209481716156,-0.028780274093151093,-0.028013167902827263,-0.028850890696048737,-0.029212575405836105,-0.029353227466344833,-0.02793828584253788,-0.028758501634001732,-0.02894318662583828,-0.02944973297417164,-0.027652256190776825,-0.028254855424165726,-0.028595708310604095,-0.028976455330848694,-0.02730739302933216,-0.027689209207892418,-0.027821417897939682,-0.028172606602311134
1739305944.4446607,-11.283020973205566,-10.241643905639648,-9.067243576049805,-8.33406925201416,-7.8002400398254395,-9.377532958984375,-8.868084907531738,-8.485196113586426,-8.20258903503418,-9.983219146728516,-9.61880111694336,-9.266700744628906,-9.104402542114258,-10.676084518432617,-10.416974067687988,-10.229990005493164,-10.016501426696777,-11.401535987854004,-11.534152030944824,-11.530744552612305,-11.524680137634277,-8.086546897888184,-8.405302047729492,-8.171012878417969,-8.086434364318848,-8.259127616882324,-6.335171699523926,-5.630151748657227,-5.074499130249023,-4.60650110244751,-5.861149311065674,-4.935592174530029,-4.2462992668151855,-3.7369792461395264,-5.67223596572876,-4.6563873291015625,-4.020559310913086,-3.453838348388672,-5.689669132232666,-4.8529839515686035,-4.27694034576416,-3.7320802211761475,-0.02656293846666813,-0.02725551277399063,-0.027481378987431526,-0.028169823810458183,-0.028886424377560616,-0.027860084548592567,-0.028825538232922554,-0.029002681374549866,-0.029354827478528023,-0.027768950909376144,-0.02875894494354725,-0.02891789749264717,-0.02961653843522072,-0.02762420102953911,-0.02804744243621826,-0.028390588238835335,-0.02877230942249298,-0.027442216873168945,-0.027845462784171104,-0.02797727659344673,-0.028314433991909027
1739305944.5786088,-11.370743751525879,-10.293678283691406,-9.149591445922852,-8.355547904968262,-7.759991645812988,-9.423392295837402,-8.869030952453613,-8.517075538635254,-8.233169555664062,-10.038981437683105,-9.582045555114746,-9.268848419189453,-9.02664852142334,-10.743733406066895,-10.489856719970703,-10.345841407775879,-10.053303718566895,-11.371257781982422,-11.591957092285156,-11.56250286102295,-11.491128921508789,-8.064874649047852,-8.392778396606445,-8.241059303283691,-8.0654296875,-8.132185935974121,-6.336033821105957,-5.602961540222168,-5.067559719085693,-4.567373275756836,-5.851262092590332,-4.861851215362549,-4.191061496734619,-3.626020908355713,-5.652900695800781,-4.646490097045898,-4.04621696472168,-3.4462735652923584,-5.597192764282227,-4.819603443145752,-4.239407539367676,-3.6844942569732666,-0.02670270949602127,-0.027384206652641296,-0.027814511209726334,-0.02814064547419548,-0.02852822095155716,-0.027983635663986206,-0.028829006478190422,-0.029218893498182297,-0.029578056186437607,-0.027918273583054543,-0.028558488935232162,-0.028925232589244843,-0.029278339818120003,-0.02779923938214779,-0.028248878195881844,-0.0288021769374609,-0.028960702940821648,-0.02730933576822281,-0.028057195246219635,-0.028195558115839958,-0.02838040515780449
1739305944.7079473,-11.299242973327637,-10.2448148727417,-9.073515892028809,-8.338680267333984,-7.708815574645996,-9.397893905639648,-8.757057189941406,-8.459059715270996,-8.149107933044434,-9.9793062210083,-9.561203956604004,-9.240771293640137,-8.992535591125488,-10.6796293258667,-10.4559326171875,-10.311162948608398,-10.087767601013184,-11.338159561157227,-11.478446960449219,-11.378543853759766,-11.350065231323242,-8.049154281616211,-8.356184959411621,-8.138689994812012,-8.078831672668457,-8.111035346984863,-6.337621688842773,-5.521119594573975,-5.048122882843018,-4.552448749542236,-5.818100929260254,-4.880139350891113,-4.2195353507995605,-3.6379590034484863,-5.620805263519287,-4.6572113037109375,-4.057589054107666,-3.4945709705352783,-5.606967926025391,-4.812023639678955,-4.212305545806885,-3.686382293701172,-0.026609981432557106,-0.02726467326283455,-0.02750704064965248,-0.028192441910505295,-0.02855040319263935,-0.027990994974970818,-0.028459591791033745,-0.029012881219387054,-0.02937442809343338,-0.027752956375479698,-0.028587831184267998,-0.028927555307745934,-0.029255200177431107,-0.027633951976895332,-0.0282279159873724,-0.028780007734894753,-0.029142919927835464,-0.027290718629956245,-0.02784123457968235,-0.027806777507066727,-0.02816297858953476
1739305944.8450086,-11.133520126342773,-10.130202293395996,-9.024234771728516,-8.284795761108398,-7.653914451599121,-9.324447631835938,-8.717260360717773,-8.366429328918457,-8.002067565917969,-9.990457534790039,-9.486330032348633,-9.11625862121582,-8.792167663574219,-10.575427055358887,-10.324797630310059,-10.107934951782227,-9.830300331115723,-11.239109992980957,-11.305930137634277,-11.229443550109863,-11.048718452453613,-7.912426471710205,-8.345489501953125,-8.26219367980957,-8.187999725341797,-8.07089614868164,-6.390247344970703,-5.630486011505127,-5.128995418548584,-4.620327472686768,-5.923338413238525,-4.914369106292725,-4.250360012054443,-3.699617624282837,-5.6505632400512695,-4.69339656829834,-4.084444999694824,-3.529733419418335,-5.627129077911377,-4.834044456481934,-4.281810283660889,-3.711406707763672,-0.026270387694239616,-0.027098780497908592,-0.0275284256786108,-0.028198909014463425,-0.028551042079925537,-0.027867130935192108,-0.02853556163609028,-0.02891511842608452,-0.029069537296891212,-0.027943527325987816,-0.028461357578635216,-0.02864793688058853,-0.02881903573870659,-0.027516428381204605,-0.028112398460507393,-0.02845734916627407,-0.028821900486946106,-0.027196448296308517,-0.027569957077503204,-0.027730440720915794,-0.027699492871761322
1739305945.0063956,-11.31390380859375,-10.095677375793457,-9.002706527709961,-8.26036262512207,-8.035187721252441,-9.211251258850098,-8.57044792175293,-8.14062786102295,-7.627139568328857,-9.848621368408203,-9.533175468444824,-9.06602954864502,-8.468233108520508,-10.517982482910156,-10.265022277832031,-9.787479400634766,-9.080120086669922,-11.225001335144043,-10.948312759399414,-10.61202335357666,-10.085352897644043,-8.169076919555664,-8.428048133850098,-8.433953285217285,-8.096084594726562,-7.787670612335205,-6.528221607208252,-5.9314165115356445,-5.5916852951049805,-5.281239032745361,-6.085020542144775,-5.231056213378906,-4.808431625366211,-4.668931007385254,-5.875238418579102,-4.905410289764404,-4.622668743133545,-4.6228132247924805,-5.847247123718262,-4.877511024475098,-4.761379718780518,-4.907689571380615,-0.026883676648139954,-0.027072478085756302,-0.027441417798399925,-0.02745562605559826,-0.028107769787311554,-0.028180737048387527,-0.028376838192343712,-0.028171909973025322,-0.027437908574938774,-0.02833680436015129,-0.029100723564624786,-0.028747448697686195,-0.027351049706339836,-0.028245484456419945,-0.02849508635699749,-0.028271816670894623,-0.02690916880965233,-0.0279020294547081,-0.02742927335202694,-0.027210190892219543,-0.026392588391900063
